symbol,date,pnl,exit_type
AAPL,2026-08-20,-0.0008250772899318888,TP1_TRAIL
AAPL,2026-08-24,0.008863276958080679,TP1_TRAIL
AAPL,2026-08-27,0.007357534659940084,TP1_TRAIL
AAPL,2026-08-28,0.00838226772770303,TP1_TRAIL
AAPL,2026-08-31,0.006619760968445189,TP1_TRAIL
AAPL,2026-09-01,0.0072691835421434675,TP1_TRAIL
AAPL,2026-09-03,0.008415129746464396,TP1_TRAIL
AAPL,2026-09-07,0.008492928750385716,TP1_TRAIL
AAPL,2026-09-10,0.007083430456756623,TP1_TRAIL
AAPL,2026-09-11,0.004925416361711096,TP1_TRAIL
AAPL,2026-09-14,-0.003001249999999874,SL
AAPL,2026-09-15,-0.0030012499999999475,SL
AAPL,2026-09-16,-0.003001249999999781,SL
AAPL,2026-09-17,0.009281547754572083,TP1_TRAIL
AAPL,2026-09-18,-4.0956001334829795e-05,TP1_TRAIL
AAPL,2026-09-21,0.009636817625128509,TP1_TRAIL
AAPL,2026-09-22,0.0066468643861657805,TP1_TRAIL
AAPL,2026-09-23,-0.0012349719622410022,TP1_TRAIL
AAPL,2026-09-28,0.009124349375654877,TP1_TRAIL
AAPL,2026-09-30,0.006028611045676608,TP1_TRAIL
AAPL,2026-10-01,-0.003001249999999832,SL
AAPL,2026-10-05,-0.003001249999999925,SL
AAPL,2026-10-06,0.009944633898576772,TP1_TRAIL
AAPL,2026-10-12,-0.0030012499999998886,SL
AAPL,2026-10-13,0.006861635577307978,TP1_TRAIL
AAPL,2026-10-14,0.0002995839412066293,TP1_TRAIL
AAPL,2026-10-15,0.000652912803283578,TP1_TRAIL
AAPL,2026-10-16,0.0004578168209938673,TP1_TRAIL
AAPL,2026-10-20,0.0005976132310791583,TP1_TRAIL
AAPL,2026-10-21,0.0002900902590223303,TP1_TRAIL
AAPL,2026-10-22,-0.0002708117603599791,AVG
AAPL,2026-10-23,-0.0030012499999998547,SL
AAPL,2026-10-26,0.006808520504690859,TP1_TRAIL
AAPL,2026-10-27,-0.0026342642756684988,TP1_TRAIL
AAPL,2026-10-29,-0.003001250000000032,SL
AAPL,2026-10-30,0.005530711133477092,TP1_TRAIL
AAPL,2026-11-02,0.010342095557468881,TP1_TRAIL
AAPL,2026-11-03,0.011649304509270627,TP1_TRAIL
AAPL,2026-11-04,-0.0030012499999999102,SL
AAPL,2026-11-06,-0.0017307568392472645,TP1_TRAIL
AAPL,2026-11-09,-0.003001249999999977,SL
AAPL,2026-11-11,0.008502368493067479,TP1_TRAIL
AAPL,2026-11-12,0.009772519731141906,TP1_TRAIL
AAPL,2026-11-17,0.007348636654201247,TP1_TRAIL
AAPL,2026-11-18,0.0051837539011454,TP1_TRAIL
AAPL,2026-11-19,-0.0016053644005279773,TP1_TRAIL
AAPL,2026-11-20,0.0070194577441331,TP1_TRAIL
AAPL,2026-11-24,0.00040802577827210996,TP1_TRAIL
AAPL,2026-11-25,0.01267646247696264,TP1_TRAIL
AAPL,2026-11-26,0.00700686066414541,TP1_TRAIL
AAPL,2026-11-30,0.008991565170319045,TP1_TRAIL
AAPL,2026-12-01,0.005373162968722264,TP1_TRAIL
AAPL,2026-12-02,0.00834006537658926,TP1_TRAIL
AAPL,2026-12-03,0.009442572837983308,TP1_TRAIL
AAPL,2026-12-04,8.102528294745602e-05,AVG
AAPL,2026-12-07,0.008371046143434823,TP1_TRAIL
AAPL,2026-12-09,0.005440432853902832,TP1_TRAIL
AAPL,2026-12-11,-0.003001249999999864,SL
AAPL,2026-12-15,0.00031775452315843124,TP1_TRAIL
ABNB,2025-12-15,-0.0012390271723137988,TP1_TRAIL
ABNB,2025-12-22,0.00892187036163842,TP1_TRAIL
ABNB,2025-12-25,0.009607776086177352,TP1_TRAIL
ABNB,2025-12-29,-0.00300124999999983,SL
ABNB,2025-12-30,0.005639855811151684,TP1_TRAIL
ABNB,2025-12-31,-0.001008954656647612,TP1_TRAIL
ABNB,2026-01-02,0.011116245724547894,TP1_TRAIL
ABNB,2026-01-08,-0.0014402617918054194,TP1_TRAIL
ABNB,2026-01-09,-0.0030012499999999137,SL
ABNB,2026-01-14,0.007396885447511943,TP1_TRAIL
ABNB,2026-01-15,-0.0030012499999998543,SL
ABNB,2026-01-19,0.009128446904326664,TP1_TRAIL
ABNB,2026-01-20,-0.003001249999999957,SL
ABNB,2026-01-21,0.009871551438715008,TP1_TRAIL
ABNB,2026-01-22,0.005808349581641975,TP1_TRAIL
ABNB,2026-01-23,0.008728259312247608,TP1_TRAIL
ABNB,2026-01-26,-0.0030012499999998014,SL
ABNB,2026-01-28,0.009438217407637343,TP1_TRAIL
ABNB,2026-02-03,-0.0030012499999998534,SL
ABNB,2026-02-04,0.008081015854493629,TP1_TRAIL
ABNB,2026-02-05,0.008366529512044453,TP1_TRAIL
ABNB,2026-02-09,-0.0017134698285624149,TP1_TRAIL
ABNB,2026-02-10,-0.0012889793538114016,TP1_TRAIL
ABNB,2026-02-12,0.008086760897031656,TP1_TRAIL
ABNB,2026-02-16,-0.0012861225983808499,TP1_TRAIL
ABNB,2026-02-17,-0.0011163022130063517,TP1_TRAIL
ABNB,2026-02-25,-0.0030012499999999063,SL
ABNB,2026-02-26,0.010511264618088375,TP1_TRAIL
ABNB,2026-03-03,0.009023135385993834,TP1_TRAIL
ABNB,2026-03-04,-0.002007723660312624,TP1_TRAIL
ABNB,2026-03-05,0.008534268761712569,TP1_TRAIL
ABNB,2026-03-06,0.008898191679813053,TP1_TRAIL
ABNB,2026-03-10,0.010391357664152787,TP1_TRAIL
ABNB,2026-03-11,0.009565889942254675,TP1_TRAIL
ABNB,2026-03-12,0.006825731956758957,TP1_TRAIL
ABNB,2026-03-20,0.008292924265997328,TP1_TRAIL
ABNB,2026-03-23,0.006751692602820683,TP1_TRAIL
ABNB,2026-03-24,-0.001994365800868142,TP1_TRAIL
ABNB,2026-03-25,0.006247684808648277,TP1_TRAIL
ABNB,2026-03-26,0.010459664998034152,TP1_TRAIL
ABNB,2026-03-30,0.009197648604376846,TP1_TRAIL
ABNB,2026-03-31,-0.0030012499999998504,SL
ABNB,2026-04-01,-0.0030012499999998317,SL
ABNB,2026-04-06,-0.0007479026879670821,AVG
ABNB,2026-04-08,-0.0030012499999999467,SL
ABNB,2026-04-09,1.876060830131648e-05,TP1_TRAIL
ABNB,2026-04-10,-0.002428278579281816,TP1_TRAIL
ABNB,2026-04-14,0.0118298207757601,TP1_TRAIL
ABNB,2026-04-15,-0.0030012500000000126,SL
ABNB,2026-04-22,0.0006126938422865295,TP1_TRAIL
ABNB,2026-04-23,0.0003955899176624287,AVG
ABNB,2026-04-24,0.007492937996058797,TP1_TRAIL
ABNB,2026-04-27,0.010406574844024066,TP1_TRAIL
ABNB,2026-04-29,-0.0018366451050258995,TP1_TRAIL
ABNB,2026-04-30,-0.003001249999999828,SL
ABNB,2026-05-01,-0.0002897270188720715,TP1_TRAIL
ABNB,2026-05-05,-0.003001249999999963,SL
ABNB,2026-05-08,-0.003001249999999908,SL
ABNB,2026-05-11,0.00011675848852901478,AVG
ABNB,2026-05-12,0.009608536971661159,TP1_TRAIL
ABNB,2026-05-14,0.007422658192757626,TP1_TRAIL
ABNB,2026-05-18,0.00015237429126906512,TP1_TRAIL
ABNB,2026-05-21,0.007144836452018976,TP1_TRAIL
ABNB,2026-05-22,-0.0030012499999998794,SL
ABNB,2026-05-25,-1.5193633102259137e-05,TP1_TRAIL
ABNB,2026-05-28,-0.0019617534343782644,TP1_TRAIL
ABNB,2026-05-29,0.010060078736997458,TP1_TRAIL
ABNB,2026-06-02,0.007987881620386848,TP1_TRAIL
ABNB,2026-06-04,0.007627972317918013,TP1_TRAIL
ABNB,2026-06-09,7.33274561818811e-05,TP1_TRAIL
ABNB,2026-06-15,0.00874991989577026,TP1_TRAIL
ABNB,2026-06-16,0.009547384339139016,TP1_TRAIL
ABNB,2026-06-17,0.0064381241404453185,TP1_TRAIL
ABNB,2026-06-18,0.009472573325841217,TP1_TRAIL
ABNB,2026-06-19,-0.003001249999999807,SL
ABNB,2026-06-23,0.006339075466075675,TP1_TRAIL
ABNB,2026-06-24,-0.003001249999999915,SL
ABNB,2026-06-26,0.007137819684402437,TP1_TRAIL
ABNB,2026-06-30,0.009109345385774063,TP1_TRAIL
ABNB,2026-07-01,0.008784313954040246,TP1_TRAIL
ABNB,2026-07-02,0.007921567253176304,TP1_TRAIL
ABNB,2026-07-03,-0.003001249999999866,SL
ABNB,2026-07-06,0.010623250937349523,TP1_TRAIL
ABNB,2026-07-07,0.00788391412286161,TP1_TRAIL
ABNB,2026-07-08,-0.0002216829271053548,AVG
ABNB,2026-07-13,0.010873977043691722,TP1_TRAIL
ABNB,2026-07-14,-0.0030012499999998825,SL
ABNB,2026-07-15,-0.0030012499999998847,SL
ABNB,2026-07-17,-0.0030012499999998977,SL
ABNB,2026-07-20,0.008346317173302826,TP1_TRAIL
ABNB,2026-07-23,-0.00300125000000001,SL
ABNB,2026-07-24,0.006114945196660731,TP1_TRAIL
ABNB,2026-07-27,0.000560177511990122,TP1_TRAIL
ABNB,2026-07-28,-0.0030012499999999107,SL
ABNB,2026-07-29,0.008323436383449893,TP1_TRAIL
ABNB,2026-07-31,0.011903050004778462,TP1_TRAIL
ABNB,2026-08-03,0.004752287572219489,TP1_TRAIL
ABNB,2026-08-04,0.008760290747844776,TP1_TRAIL
ABNB,2026-08-10,-0.003001249999999889,SL
ABNB,2026-08-11,-0.0018415684025447749,TP1_TRAIL
ABNB,2026-08-12,0.006803341018536826,TP1_TRAIL
ABNB,2026-08-14,-0.00047947168137337176,TP1_TRAIL
ABNB,2026-08-18,-0.0030012499999999345,SL
ABNB,2026-08-19,-0.0022390032399897705,TP1_TRAIL
ABNB,2026-08-21,-0.003001249999999974,SL
ABNB,2026-08-24,0.000624237455065588,TP1_TRAIL
ABNB,2026-08-26,0.010042195116781304,TP1_TRAIL
ABNB,2026-08-27,0.00905271783393349,TP1_TRAIL
ABNB,2026-08-28,-0.0030012499999999298,SL
ABNB,2026-08-31,-0.0009474048923978707,TP1_TRAIL
ABNB,2026-09-01,0.009144414643371932,TP1_TRAIL
ABNB,2026-09-03,0.008887100227720005,TP1_TRAIL
ABNB,2026-09-04,0.010165874979897193,TP1_TRAIL
ABNB,2026-09-07,0.009887981722058233,TP1_TRAIL
ABNB,2026-09-08,-0.0030012499999998894,SL
ABNB,2026-09-09,-0.0030012499999999163,SL
ABNB,2026-09-10,0.009587130190066212,TP1_TRAIL
ABNB,2026-09-11,-0.0030012499999999033,SL
ABNB,2026-09-14,-0.0030012499999999757,SL
ABNB,2026-09-15,-0.0019014815106311077,TP1_TRAIL
ABNB,2026-09-16,-0.00048470555174921683,TP1_TRAIL
ABNB,2026-09-21,0.006328911900045853,TP1_TRAIL
ABNB,2026-09-22,-0.0010058167600089218,TP1_TRAIL
ABNB,2026-09-24,0.00024041355988791736,TP1_TRAIL
ABNB,2026-09-28,0.005864285125280075,TP1_TRAIL
ABNB,2026-10-06,0.008995788966486543,TP1_TRAIL
ABNB,2026-10-15,0.00035959877222976086,TP1_TRAIL
ABNB,2026-10-16,-0.0023526292561300128,TP1_TRAIL
ABNB,2026-10-20,-0.002365642644339633,TP1_TRAIL
ABNB,2026-10-22,0.005908212089635725,TP1_TRAIL
ABNB,2026-10-23,0.00941514544200045,TP1_TRAIL
ABNB,2026-10-27,-0.003001249999999817,SL
ABNB,2026-10-29,0.009072996200001118,TP1_TRAIL
ABNB,2026-11-02,0.00911661409672494,TP1_TRAIL
ABNB,2026-11-03,0.006182782890420289,TP1_TRAIL
ABNB,2026-11-04,-0.003001250000000018,SL
ABNB,2026-11-05,0.00812722486817143,TP1_TRAIL
ABNB,2026-11-06,0.007560401000305473,TP1_TRAIL
ABNB,2026-11-10,0.008424717433805205,TP1_TRAIL
ABNB,2026-11-11,-0.0030012499999998443,SL
ABNB,2026-11-12,0.007540624209484534,TP1_TRAIL
ABNB,2026-11-13,-0.0030012499999999766,SL
ABNB,2026-11-16,-0.0030012499999998166,SL
ABNB,2026-11-17,-0.0030012499999998703,SL
ABNB,2026-11-20,-0.0030012499999999376,SL
ABNB,2026-11-24,-0.003001249999999896,SL
ABNB,2026-11-25,0.009060331533876254,TP1_TRAIL
ABNB,2026-11-27,0.009058954909751445,TP1_TRAIL
ABNB,2026-12-01,0.008028556433892218,TP1_TRAIL
ABNB,2026-12-02,-0.0014089510376982897,TP1_TRAIL
ABNB,2026-12-03,0.006646808971456975,TP1_TRAIL
ABNB,2026-12-04,-0.0011573508959410498,TP1_TRAIL
ABNB,2026-12-08,-0.003001249999999918,SL
ABNB,2026-12-10,0.009310077696725275,TP1_TRAIL
ABNB,2026-12-14,0.009892951715893291,TP1_TRAIL
ABNB,2026-12-15,0.00044469821021937434,TP1_TRAIL
ADBE,2025-12-15,0.00875183025699128,TP1_TRAIL
ADBE,2025-12-16,0.008506003592455182,TP1_TRAIL
ADBE,2025-12-23,-0.0030012499999999298,SL
ADBE,2025-12-25,0.0070111132785422685,TP1_TRAIL
ADBE,2025-12-29,0.010009084069220468,TP1_TRAIL
ADBE,2025-12-31,0.007573733969725292,TP1_TRAIL
ADBE,2026-01-01,0.01365792556528634,TP1_TRAIL
ADBE,2026-01-02,0.009769586962887607,TP1_TRAIL
ADBE,2026-01-05,-0.0030012499999998543,SL
ADBE,2026-01-06,0.0067871718965942344,TP1_TRAIL
ADBE,2026-01-07,0.005339239173338931,TP1_TRAIL
ADBE,2026-01-08,-0.0030012499999997684,SL
ADBE,2026-01-09,-0.0030012499999998374,SL
ADBE,2026-01-12,0.007188686983841045,TP1_TRAIL
ADBE,2026-01-13,0.006264797538075955,TP1_TRAIL
ADBE,2026-01-20,0.010931811016044936,TP1_TRAIL
ADBE,2026-01-21,-0.00300124999999974,SL
ADBE,2026-01-26,-9.798352146458663e-05,TP1_TRAIL
ADBE,2026-01-27,-0.0030012499999999167,SL
ADBE,2026-01-29,0.010068610402112203,TP1_TRAIL
ADBE,2026-01-30,-0.0023999501558202956,TP1_TRAIL
ADBE,2026-02-03,0.00037361555507880615,TP1_TRAIL
ADBE,2026-02-04,0.007160955878670949,TP1_TRAIL
ADBE,2026-02-05,0.009236228501067395,TP1_TRAIL
ADBE,2026-02-06,-0.00300124999999977,SL
ADBE,2026-02-09,0.008703343731434872,TP1_TRAIL
ADBE,2026-02-12,0.00036212530902229347,TP1_TRAIL
ADBE,2026-02-16,0.00938346338486123,TP1_TRAIL
ADBE,2026-02-18,0.008943723409210031,TP1_TRAIL
ADBE,2026-02-19,-0.00034435152014398833,TP1_TRAIL
ADBE,2026-02-20,-0.003001249999999877,SL
ADBE,2026-02-25,0.00850932379144947,TP1_TRAIL
ADBE,2026-02-26,0.007359055840924588,TP1_TRAIL
ADBE,2026-02-27,0.00043970758771074586,TP1_TRAIL
ADBE,2026-03-05,0.007327105079426048,TP1_TRAIL
ADBE,2026-03-06,-0.0030012499999999883,SL
ADBE,2026-03-13,0.010905623468429191,TP1_TRAIL
ADBE,2026-03-17,0.01200043901589948,TP1_TRAIL
ADBE,2026-03-18,-0.003001249999999815,SL
ADBE,2026-03-19,-8.604923454538652e-05,TP1_TRAIL
ADBE,2026-03-23,0.009241202770739261,TP1_TRAIL
ADBE,2026-03-24,0.008985541059034537,TP1_TRAIL
ADBE,2026-03-25,0.008103881439296964,TP1_TRAIL
ADBE,2026-03-26,0.007930539040135846,TP1_TRAIL
ADBE,2026-04-02,0.0066200015522447885,TP1_TRAIL
ADBE,2026-04-03,0.01397229701278252,TP1_TRAIL
ADBE,2026-04-06,0.006013600386328267,TP1_TRAIL
ADBE,2026-04-08,0.007531689529063183,TP1_TRAIL
ADBE,2026-04-09,0.005419690276940528,TP1_TRAIL
ADBE,2026-04-10,-0.00011769019785838348,TP1_TRAIL
ADBE,2026-04-13,0.00953023538089555,TP1_TRAIL
ADBE,2026-04-14,0.008325909995891041,TP1_TRAIL
ADBE,2026-04-15,0.007030291912180294,TP1_TRAIL
ADBE,2026-04-16,-0.00017590846941413366,TP1_TRAIL
ADBE,2026-04-17,0.006978129985712804,TP1_TRAIL
ADBE,2026-04-22,0.009940975353494308,TP1_TRAIL
ADBE,2026-04-23,-0.0030012499999998586,SL
ADBE,2026-04-24,0.008709648661168268,TP1_TRAIL
ADBE,2026-04-28,-0.003001249999999931,SL
ADBE,2026-04-29,0.008604747072823583,TP1_TRAIL
ADBE,2026-05-01,0.0077146545094721585,TP1_TRAIL
ADBE,2026-05-04,0.011105081407723264,TP1_TRAIL
ADBE,2026-05-05,0.008627050167322951,TP1_TRAIL
ADBE,2026-05-06,0.00829766521068582,TP1_TRAIL
ADBE,2026-05-07,0.006457487870685676,TP1_TRAIL
ADBE,2026-05-11,-0.003001249999999827,SL
ADBE,2026-05-14,0.007471277386884991,TP1_TRAIL
ADBE,2026-05-18,0.00922018550635763,TP1_TRAIL
ADBE,2026-05-19,0.007778287789404382,TP1_TRAIL
ADBE,2026-05-20,-0.003001249999999974,SL
ADBE,2026-05-21,0.0005712925508435537,AVG
ADBE,2026-05-22,0.00766685447692329,TP1_TRAIL
ADBE,2026-05-27,0.00868652435729799,TP1_TRAIL
ADBE,2026-05-28,-0.003001249999999799,SL
ADBE,2026-05-29,0.005493608716177401,TP1_TRAIL
ADBE,2026-06-01,-0.0030012499999998274,SL
ADBE,2026-06-02,-0.0005499045706424477,TP1_TRAIL
ADBE,2026-06-03,-0.003001249999999802,SL
ADBE,2026-06-08,-0.001305457810418016,TP1_TRAIL
ADBE,2026-06-09,-0.00010718220599846345,TP1_TRAIL
ADBE,2026-06-12,-0.003001250000000033,SL
ADBE,2026-06-15,-0.0030012499999998495,SL
ADBE,2026-06-16,-0.0005796244057171755,TP1_TRAIL
ADBE,2026-06-22,0.006491905507104743,TP1_TRAIL
ADBE,2026-06-24,-0.0030012499999999046,SL
ADBE,2026-06-25,-0.0016478420394964595,TP1_TRAIL
ADBE,2026-06-26,0.00832549177926391,TP1_TRAIL
ADBE,2026-06-29,-0.0030012499999998313,SL
ADBE,2026-06-30,0.009726356399336854,TP1_TRAIL
ADBE,2026-07-01,-0.0008466840867430983,TP1_TRAIL
ADBE,2026-07-09,-0.003001249999999882,SL
ADBE,2026-07-14,-0.0015052070068735071,TP1_TRAIL
ADBE,2026-07-15,0.00829601382570711,TP1_TRAIL
ADBE,2026-07-22,-0.0030012499999999167,SL
ADBE,2026-07-24,0.009077952766162972,TP1_TRAIL
ADBE,2026-07-27,-0.0030012500000000265,SL
ADBE,2026-07-29,0.006102561031095452,TP1_TRAIL
ADBE,2026-08-03,0.009187750652880987,TP1_TRAIL
ADBE,2026-08-04,0.006681314422909784,TP1_TRAIL
ADBE,2026-08-05,-0.003001249999999883,SL
ADBE,2026-08-10,0.006056547355985081,TP1_TRAIL
ADBE,2026-08-11,0.010296134473377332,TP1_TRAIL
ADBE,2026-08-13,0.00466312034988676,TP1_TRAIL
ADBE,2026-08-14,0.006534208441903798,TP1_TRAIL
ADBE,2026-08-17,0.012512724536302406,TP1_TRAIL
ADBE,2026-08-18,0.007334555562231294,TP1_TRAIL
ADBE,2026-08-19,-0.0009404365711342148,TP1_TRAIL
ADBE,2026-08-20,0.006864393695097955,TP1_TRAIL
ADBE,2026-08-21,-0.0008085311542817041,TP1_TRAIL
ADBE,2026-08-24,0.008738066645598827,TP1_TRAIL
ADBE,2026-08-25,0.006235456812056481,TP1_TRAIL
ADBE,2026-08-26,-0.0016489880299438526,TP1_TRAIL
ADBE,2026-08-27,-0.0030012500000000408,SL
ADBE,2026-08-31,-0.0030285214246043883,TP1_TRAIL
ADBE,2026-09-01,-0.003001249999999911,SL
ADBE,2026-09-03,0.009076370021799856,TP1_TRAIL
ADBE,2026-09-07,0.0056659105896526354,TP1_TRAIL
ADBE,2026-09-14,-0.0030012499999997632,SL
ADBE,2026-09-15,-0.0030012499999997715,SL
ADBE,2026-09-16,0.008878122305948102,TP1_TRAIL
ADBE,2026-09-17,0.007923846618800391,TP1_TRAIL
ADBE,2026-09-21,0.010260905950146516,TP1_TRAIL
ADBE,2026-09-23,-0.0015004063921242841,TP1_TRAIL
ADBE,2026-09-24,0.00801946196131857,TP1_TRAIL
ADBE,2026-09-25,0.006745859700525904,TP1_TRAIL
ADBE,2026-10-05,-0.0007264304767053845,TP1_TRAIL
ADBE,2026-10-07,-0.0004185255219040663,TP1_TRAIL
ADBE,2026-10-08,-0.0010018659594517119,TP1_TRAIL
ADBE,2026-10-13,-0.0030012499999999046,SL
ADBE,2026-10-14,-9.263329420010997e-05,TP1_TRAIL
ADBE,2026-10-20,-0.0025082177415100123,TP1_TRAIL
ADBE,2026-10-21,0.008524014255589052,TP1_TRAIL
ADBE,2026-10-27,0.009637108379912482,TP1_TRAIL
ADBE,2026-10-29,0.0069539464560717384,TP1_TRAIL
ADBE,2026-10-30,-0.003001249999999845,SL
ADBE,2026-11-04,0.01085514361587405,TP1_TRAIL
ADBE,2026-11-06,-0.0030012499999997155,SL
ADBE,2026-11-09,0.006810383015380081,TP1_TRAIL
ADBE,2026-11-10,0.005968665749624215,TP1_TRAIL
ADBE,2026-11-11,-0.00018316210434386,AVG
ADBE,2026-11-12,-0.00222929163322288,TP1_TRAIL
ADBE,2026-11-13,0.008082810071042099,TP1_TRAIL
ADBE,2026-11-20,-1.8397919311413744e-05,TP1_TRAIL
ADBE,2026-11-23,-0.0030012499999998708,SL
ADBE,2026-11-25,0.007877208282705817,TP1_TRAIL
ADBE,2026-12-01,0.0005574333859443726,TP1_TRAIL
ADBE,2026-12-02,-0.00018546522688750455,TP1_TRAIL
ADBE,2026-12-03,0.00801512469611083,TP1_TRAIL
